Harga,Kamar Tidur,Kamar Mandi,Garasi,Luas Tanah,Luas Bangunan,Kecamatan,Page
900 Juta,3,2,1,LT : 64 m²,LB : 70 m²,Tanah Baru,147
"1,35 Miliar",4,4,2,LT : 58 m²,LB : 130 m²,Tanah Baru,147
655 Juta,3,2,1,LT : 46 m²,LB : 50 m²,Limo,147
"1,55 Miliar",3,2,2,LT : 77 m²,LB : 100 m²,Harjamukti,147
"1,65 Miliar",3,2,1,LT : 98 m²,LB : 120 m²,Tapos,147
"1,7 Miliar",2,1,1,LT : 110 m²,LB : 80 m²,Cinere,147
970 Juta,4,3,1,LT : 92 m²,LB : 120 m²,Bojong Sari,147
"1,85 Miliar",4,2,2,LT : 78 m²,LB : 85 m²,Cinere,147
"1,75 Miliar",3,2,1,LT : 126 m²,LB : 116 m²,Cinere,147
730 Juta,3,2,1,LT : 63 m²,LB : 72 m²,Sawangan,147
700 Juta,3,2,1,LT : 55 m²,LB : 80 m²,Cipayung,147
"2,5 Miliar",4,3,4,LT : 221 m²,LB : 175 m²,Cimanggis,147
659 Juta,2,2,2,LT : 78 m²,LB : 54 m²,Pancoran Mas,147
"2,1 Miliar",3,2,1,LT : 240 m²,LB : 200 m²,Cinere,147
"1,6 Miliar",3,2,1,LT : 92 m²,LB : 96 m²,Kelapa Dua,147
575 Juta,2,3,1,LT : 58 m²,LB : 87 m²,Depok I,147
750 Juta,2,1,1,LT : 75 m²,LB : 60 m²,Cinere,147
730 Juta,3,2,1,LT : 63 m²,LB : 72 m²,Sawangan,148
"2,5 Miliar",3,3,1,LT : 230 m²,LB : 240 m²,Cinere,148
"3,95 Miliar",3,2,1,LT : 436 m²,LB : 238 m²,Cinere,148
3 Miliar,3,3,1,LT : 128 m²,LB : 170 m²,Tapos,148
"3,4 Miliar Total",LT:530 m²,,,,,Harjamukti,148
"1,5 Miliar",2,1,3,LT : 181 m²,LB : 156 m²,Pancoran Mas,148
25 Miliar Total,1,LT:2000 m²,LB:3628 m²,,,Depok I,148
1 Miliar,2,1,1,LT : 98 m²,LB : 70 m²,Tanah Baru,148
"2,7 Miliar",3,2,LT:124 m²,LB : 160 m²,,Cimanggis,148
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,148
465 Miliar Total,LT:500 m²,,,,,Depok I,148
"2,75 Miliar",3,2,1,LT : 244 m²,LB : 125 m²,Cinere,148
"3,56 Miliar Total",LT:892 m²,,,,,Sawangan,148
"5,5 Miliar",4,3,5,LT : 720 m²,LB : 462 m²,Cinere,148
755 Juta,3,2,2,LT : 64 m²,LB : 64 m²,Sawangan,148
"2,08 Miliar",6,4,2,LT : 413 m²,LB : 600 m²,Harjamukti,148
4 Miliar Total,LT:400 m²,,,,,Cinere,148
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,148
"2,85 Miliar",5,2,1,LT : 240 m²,LB : 220 m²,Cinere,148
8 Miliar,5,5,2,LT : 413 m²,LB : 600 m²,Cinere,148
"3,7 Miliar Total",LT:400 m²,,,,,Cinere,149
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,149
10 Miliar,8,8,2,LT : 740 m²,LB : 600 m²,Cinere,149
"4,33 Miliar",6,4,4,LT : 628 m²,LB : 1000 m²,Beji,149
725 Juta,3,2,1,LT : 61 m²,LB : 85 m²,Tirtajaya,149
550 Juta,2,1,1,LT : 72 m²,LB : 45 m²,Sawangan,149
"2,5 Miliar",3,2,1,LT : 161 m²,LB : 120 m²,Cimanggis,149
800 Juta,3,2,2,LT : 80 m²,LB : 70 m²,Cimanggis,149
500 Juta,2,1,2,LT : 75 m²,LB : 36 m²,Cimanggis,149
323 Juta,2,1,1,LT : 48 m²,LB : 45 m²,Cilodong,149
"2,3 Miliar",3,2,LT:60 m²,LB : 85 m²,,Cilangkap,149
"4,75 Miliar",4,3,2,LT : 204 m²,LB : 200 m²,Pangkalan Jati,149
"1,1 Miliar",3,2,LT:60 m²,LB : 60 m²,,Depok II,149
"1,1 Miliar",3,2,LT:60 m²,LB : 60 m²,,Depok II,149
405 Juta,2,1,1,LT : 60 m²,LB : 42 m²,Cilodong,149
"1,1 Miliar",4,2,LT:75 m²,LB : 79 m²,,Cimanggis,149
"1,9 Miliar",3,2,LB:90 m²,,,Sawangan,149
"1,9 Miliar",3,2,LB:90 m²,,,Sawangan,149
"1,3 Miliar",2,1,LT:60 m²,LB : 60 m²,,Sawangan,149
"1,3 Miliar",2,1,LT:60 m²,LB : 60 m²,,Sawangan,149
"3,3 Miliar",4,4,3,LT : 675 m²,LB : 330 m²,Sawangan,150
"1,1 Miliar",2,1,LT:100 m²,LB : 80 m²,,Cimanggis,150
542 Juta,2,1,1,LT : 70 m²,LB : 42 m²,Sawangan,150
585 Juta,3,1,1,LT : 72 m²,LB : 70 m²,Cilodong,150
"2,5 Miliar",4,2,1,LT : 180 m²,LB : 150 m²,Depok II,150
"1,57 Miliar",3,2,2,LT : 120 m²,LB : 107 m²,Cinere,150
890 Juta,3,2,1,LT : 60 m²,LB : 72 m²,Kelapa Dua,150
9 Miliar,4,3,LT:1596 m²,LB : 400 m²,,Kelapa Dua,150
"2,5 Miliar",4,3,1,LT : 153 m²,LB : 200 m²,Sukmajaya,150
385 Juta,3,1,1,LT : 76 m²,LB : 45 m²,Sawangan,150
670 Juta,2,2,1,LT : 60 m²,LB : 45 m²,Depok I,150
450 Juta,2,2,1,LT : 35 m²,LB : 70 m²,Depok I,150
375 Juta,2,1,1,LT : 60 m²,LB : 40 m²,Sawangan,150
350 Juta,3,2,1,LT : 50 m²,LB : 60 m²,Rangkapanjaya,150
385 Juta,3,1,LT:76 m²,LB : 40 m²,,Sawangan,150
"2,2 Miliar",LT:96 m²,LB:100 m²,,,,Cimanggis,150
425 Juta,3,1,1,LT : 36 m²,LB : 65 m²,Pancoran Mas,150
1 Miliar,3,3,1,LT : 79 m²,LB : 172 m²,Cilodong,150
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,150
"1,2 Miliar",3,3,LT:70 m²,LB : 90 m²,,Cimanggis,150
"1,5 Miliar",4,3,1,LT : 140 m²,LB : 208 m²,Sukmajaya,151
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,151
"2,3 Miliar",4,3,2,LT : 240 m²,LB : 200 m²,Cinere,151
636 Juta,2,2,1,LT : 50 m²,LB : 56 m²,Citayam,151
940 Juta,2,1,LT:82 m²,LB : 50 m²,,Limo,151
780 Juta,3,2,LT:60 m²,LB : 80 m²,,Citayam,151
"38,2 Miliar Total",LT:5100 m²,,,,,Rangkapanjaya,151
"1,4 Miliar",4,3,2,LT : 103 m²,LB : 65 m²,Harjamukti,151
830 Juta,3,2,1,LT : 400 m²,LB : 120 m²,Sawangan,151
1 Miliar,2,1,LT:94 m²,LB : 35 m²,,Sawangan,151
710 Juta,2,1,LT:75 m²,LB : 50 m²,,Limo,151
700 Juta,1,1,LB:32 m²,,,Margonda,151
"1,2 Miliar",3,3,2,LT : 70 m²,LB : 90 m²,Margonda,151
1 Miliar,2,1,LB:43 m²,,,Margonda,151
"1,65 Miliar",3,3,1,LT : 128 m²,LB : 117 m²,Tapos,151
730 Juta,3,2,1,LT : 63 m²,LB : 72 m²,Sawangan,151
500 Juta,2,1,LT:72 m²,LB : 72 m²,,Pancoran Mas,151
940 Juta,3,2,LT:93 m²,LB : 60 m²,,Cinere,151
1 Miliar,2,1,LT:94 m²,LB : 72 m²,,Sawangan,151
890 Juta,2,1,LT:71 m²,LB : 45 m²,,Sawangan,151
"2,23 Miliar",3,2,LT:112 m²,LB : 120 m²,,Cinere,152
310 Juta,2,1,LT:135 m²,LB : 50 m²,,Citayam,152
700 Juta,2,1,LT:72 m²,LB : 45 m²,,Citayam,152
450 Juta,2,1,LT:72 m²,LB : 45 m²,,Pancoran Mas,152
340 Juta,2,1,LT:60 m²,LB : 42 m²,,Citayam,152
"3,21 Miliar",3,2,LT:113 m²,LB : 160 m²,,Cinere,152
"1,88 Miliar",2,2,LT:144 m²,LB : 81 m²,,Sawangan,152
780 Juta,2,2,LT:100 m²,LB : 72 m²,,Limo,152
780 Juta,2,1,LT:85 m²,LB : 45 m²,,Cinere,152
940 Juta,2,1,LT:82 m²,LB : 50 m²,,Cinere,152
710 Juta,2,1,LT:75 m²,LB : 50 m²,,Cinere,152
1 Miliar,2,2,LT:98 m²,LB : 50 m²,,Sawangan,152
"1,5 Miliar",3,2,LT:105 m²,LB : 140 m²,,Cinere,152
"8,8 Miliar",6,5,4,LT : 596 m²,LB : 700 m²,Cinere,152
"2,9 Miliar",6,6,2,LT : 320 m²,LB : 400 m²,Cibubur,152
"8,44 Miliar",4,3,2,LT : 216 m²,LB : 283 m²,Cimanggis,152
"2,2 Miliar",4,4,1,LT : 150 m²,LB : 225 m²,Harjamukti,152
"1,35 Miliar",2,2,1,LT : 92 m²,LB : 65 m²,Harjamukti,152
285 Juta,2,1,1,LT : 57 m²,LB : 40 m²,Sawangan,152
"2,68 Miliar",3,3,2,LT : 119 m²,LB : 128 m²,Cimanggis,152
"3,75 Miliar",5,4,3,LT : 425 m²,LB : 237 m²,Cinere,153
850 Juta,3,2,1,LT : 60 m²,LB : 80 m²,Cilodong,153
"4,25 Miliar",4,3,2,LT : 374 m²,LB : 400 m²,Cinere,153
"3,7 Miliar",5,4,1,LT : 327 m²,LB : 419 m²,Cinere,153
"10,3 Miliar",5,3,LT:1670 m²,LB : 550 m²,,Cimanggis,153
850 Juta,3,2,1,LT : 66 m²,LB : 70 m²,Cilodong,153
"8,8 Miliar",6,5,4,LT : 596 m²,LB : 700 m²,Cinere,153
"8,8 Miliar",6,5,4,LT : 596 m²,LB : 700 m²,Limo,153
777 Juta,3,2,2,LT : 66 m²,LB : 66 m²,Sawangan,153
"8,8 Miliar",6,5,4,LT : 596 m²,LB : 700 m²,Limo,153
"4,9 Miliar",4,4,2,LT : 162 m²,LB : 202 m²,Cimanggis,153
"1,28 Miliar",3,3,2,LT : 97 m²,LB : 110 m²,Rangkapanjaya,153
"3,2 Miliar Total",LT:450 m²,,,,,Beji,153
200 Juta,2,1,1,LT : 60 m²,LB : 36 m²,Citayam,153
"1,77 Miliar",3,3,2,LT : 100 m²,LB : 130 m²,Cinere,153
"1,3 Miliar",3,2,1,LT : 121 m²,LB : 60 m²,Cimanggis,153
23 Miliar Total,3,LT:1500 m²,LB:900 m²,,,Cilodong,153
"9,7 Miliar Total",LT:2145 m²,,,,,Sawangan,153
"1,3 Miliar",4,3,1,LT : 252 m²,LB : 200 m²,Beji,153
"1,5 Miliar",2,1,1,LT : 151 m²,LB : 100 m²,Cinere,153
"1,4 Miliar",3,2,LT:124 m²,LB : 65 m²,,Cimanggis,154
3 Miliar,3,2,2,LT : 200 m²,LB : 153 m²,Cinere,154
"18,2 Miliar",4,2,LT:880 m²,LB : 200 m²,,Margonda,154
16 Miliar Total,LT:2438 m²,,,,,Cilodong,154
900 Juta,3,2,1,LT : 70 m²,LB : 95 m²,Cinangka,154
"1,1 Miliar",3,3,LT:84 m²,LB : 140 m²,,Sukmajaya,154
"3,5 Miliar",4,4,2,LT : 395 m²,LB : 280 m²,Pangkalan Jati,154
"2,8 Miliar",4,3,3,LT : 250 m²,LB : 235 m²,Sukmajaya,154
"1,4 Miliar",5,4,2,LT : 108 m²,LB : 190 m²,Limo,154
876 Juta,3,2,2,LT : 95 m²,LB : 80 m²,Sawangan,154
"1,67 Miliar",4,4,2,LT : 83 m²,LB : 160 m²,Cinere,154
"1,75 Miliar",4,4,2,LT : 144 m²,LB : 150 m²,Sawangan,154
950 Juta,3,2,2,LT : 63 m²,LB : 120 m²,Sawangan,154
950 Juta,3,2,2,LT : 63 m²,LB : 120 m²,Cinangka,154
"1,77 Miliar",4,5,2,LT : 100 m²,LB : 135 m²,Gandul,154
"2,75 Miliar",5,2,2,LT : 240 m²,LB : 200 m²,Cinere,154
975 Juta,2,2,1,LT : 195 m²,LB : 134 m²,Sawangan,154
"1,53 Miliar",3,3,2,LT : 107 m²,LB : 120 m²,Cimanggis,154
"1,08 Miliar",3,2,2,LT : 81 m²,LB : 70 m²,Grand Depok City,154
"1,6 Miliar",3,2,1,LT : 140 m²,LB : 100 m²,Limo,154
"2,9 Miliar",5,4,LT:263 m²,LB : 220 m²,,Cimanggis,155
2 Miliar,4,4,LT:127 m²,LB : 200 m²,,Cinere,155
580 Juta Total,LT:145 m²,,,,,Depok I,155
"2,5 Miliar Total",3,2,LT:69 m²,LB : 135 m²,,Depok I,155
"3,7 Miliar",4,3,2,LT : 300 m²,LB : 250 m²,Depok II,155
"1,5 Miliar",3,3,2,LT : 94 m²,LB : 124 m²,Sawangan,155
"1,2 Miliar",3,2,2,LT : 60 m²,LB : 65 m²,Cinere,155
"1,45 Miliar",4,3,2,LT : 73 m²,LB : 130 m²,Beji,155
"3,6 Miliar",5,4,1,LT : 450 m²,LB : 400 m²,Studio Alam,155
"1,95 Miliar",3,3,2,LT : 103 m²,LB : 150 m²,Beji,155
"3,8 Miliar",5,5,2,LT : 160 m²,LB : 222 m²,Sawangan,155
4 Miliar,6,4,2,LT : 280 m²,LB : 260 m²,Cinere,155
900 Juta,3,2,2,LT : 70 m²,LB : 96 m²,Sawangan,155
"2,9 Miliar Total",LT:1700 m²,,,,,Sawangan,155
680 Juta,3,1,1,LT : 94 m²,LB : 72 m²,Pancoran Mas,155
850 Juta,3,3,1,LT : 87 m²,LB : 90 m²,Depok I,155
"104,5 Miliar Total",LT:19000 m²,,,,,Cilodong,155
3 Miliar,4,4,2,LT : 550 m²,LB : 400 m²,Cilodong,155
"1,4 Miliar",1,1,LT:175 m²,LB : 35 m²,,Cinangka,155
"1,3 Miliar",3,3,2,LT : 87 m²,LB : 120 m²,Limo,155
"1,55 Miliar",4,2,1,LT : 90 m²,LB : 102 m²,Sukmajaya,156
2 Miliar,3,3,2,LT : 107 m²,LB : 150 m²,Cinere,156
600 Juta,2,1,1,LT : 60 m²,LB : 50 m²,Depok II,156
"13,5 Miliar",7,7,4,LT : 720 m²,LB : 950 m²,Cinere,156
"18,6 Miliar",20,LT:1095 m²,LB:350 m²,,,Cinere,156
"1,15 Miliar",4,2,1,LT : 78 m²,LB : 71 m²,Cinere,156
"1,15 Miliar",4,2,1,LT : 74 m²,LB : 71 m²,Cinere,156
"1,15 Miliar",4,2,1,LT : 74 m²,LB : 71 m²,Cinere,156
"1,25 Miliar",3,1,1,LT : 116 m²,LB : 65 m²,Cinere,156
"1,25 Miliar",3,2,2,LT : 118 m²,LB : 70 m²,Cinere,156
659 Juta,2,2,1,LT : 78 m²,LB : 54 m²,Limo,156
"1,2 Miliar",3,2,2,LT : 85 m²,LB : 100 m²,Cilodong,156
"2,5 Miliar",4,4,1,LT : 105 m²,LB : 135 m²,Sukmajaya,156
"1,4 Miliar Total",LT:136 m²,,,,,Sukmajaya,156
"2,95 Miliar",5,3,LT:251 m²,LB : 248 m²,,Sawangan,156
"1,1 Miliar Total",LT:152 m²,,,,,Pancoran Mas,156
"9,5 Miliar",4,6,LT:430 m²,LB : 572 m²,,Sukmajaya,156
700 Juta,3,2,1,LT : 63 m²,LB : 70 m²,Sukmajaya,156
2 Miliar,4,2,1,LT : 84 m²,LB : 125 m²,Cinere,156
"1,5 Miliar",3,2,1,LT : 213 m²,LB : 170 m²,Tapos,156
"2,6 Miliar",4,3,1,LT : 150 m²,LB : 180 m²,Cibubur,157
640 Juta,2,2,2,LT : 48 m²,LB : 50 m²,Cinere,157
25 Miliar Total,13,LT:10000 m²,LB:5000 m²,,,Tapos,157
800 Juta,3,2,1,LT : 60 m²,LB : 75 m²,Sawangan,157
"6,3 Miliar Total",LT:1575 m²,,,,,Depok II,157
650 Juta,2,1,LT:70 m²,LB : 90 m²,,Sawangan,157
2 Miliar,5,3,LT:150 m²,LB : 200 m²,,Tapos,157
423 Juta Total,LT:141 m²,,,,,Sawangan,157
2 Miliar,3,2,1,LT : 113 m²,LB : 100 m²,Beji,157
423 Juta Total,LT:141 m²,,,,,Bojong Sari,157
865 Juta,3,2,2,LT : 65 m²,LB : 65 m²,Sawangan,157
900 Juta,3,2,1,LT : 60 m²,LB : 70 m²,Cimanggis,157
"6,5 Miliar",5,4,2,LT : 498 m²,LB : 500 m²,Harjamukti,157
"5,9 Miliar",3,2,LT:333 m²,LB : 200 m²,,Cinere,157
"1,1 Miliar",3,2,1,LT : 85 m²,LB : 130 m²,Limo,157
"3,4 Miliar",4,5,1,LT : 180 m²,LB : 250 m²,Harjamukti,157
"2,5 Miliar",4,4,LT:240 m²,LB : 250 m²,,Cinere,157
130 Juta,1,LB:20 m²,,,,Margonda,157
"1,45 Miliar",3,3,1,LT : 140 m²,LB : 130 m²,Cinere,157
550 Juta,2,1,1,LT : 75 m²,LB : 45 m²,Cilodong,157
785 Juta,2,1,2,LT : 100 m²,LB : 45 m²,Tanah Baru,158
"2,4 Miliar",4,3,1,LT : 170 m²,LB : 100 m²,Pancoran Mas,158
"3,4 Miliar",5,5,1,LT : 180 m²,LB : 250 m²,Cimanggis,158
895 Juta,3,3,1,LT : 60 m²,LB : 70 m²,Sukmajaya,158
"1,25 Miliar",3,2,1,LT : 72 m²,LB : 120 m²,Sukmajaya,158
7 Miliar Total,LT:1300 m²,,,,,Cimanggis,158
"9,5 Miliar",4,5,LT:717 m²,LB : 450 m²,,Cinere,158
"1,35 Miliar",4,4,2,LT : 60 m²,LB : 140 m²,Beji,158
"13,5 Miliar",4,5,4,LT : 800 m²,LB : 440 m²,Cinere,158
"2,25 Miliar",4,2,1,LT : 108 m²,LB : 135 m²,Cinere,158
"2,5 Miliar",4,2,2,LT : 132 m²,LB : 160 m²,Cinere,158
790 Juta,2,2,1,LT : 105 m²,LB : 105 m²,Cipayung,158
770 Juta,2,2,1,LT : 107 m²,LB : 60 m²,Sawangan,158
"3,1 Miliar",24,24,1,LT : 258 m²,LB : 500 m²,Cipayung,158
"1,3 Miliar",2,1,LT:128 m²,LB : 68 m²,,Cimanggis,158
"4,3 Juta",LT:6000 m²,,,,,Bojong Sari,158
335 Juta,1,1,LB:38 m²,,,Margonda,158
808 Juta Total,LT:400 m²,,,,,Sawangan,158
155 Juta,1,1,LB:20 m²,,,Margonda,158
185 Juta,2,1,1,LT : 42 m²,LB : 33 m²,Citayam,158
645 Juta,2,2,2,LT : 48 m²,LB : 50 m²,Limo,159
800 Juta,4,2,1,LT : 120 m²,LB : 200 m²,Citayam,159
409 Juta,2,1,1,LT : 60 m²,LB : 42 m²,Cilodong,159
5 Miliar Total,LT:1250 m²,,,,,Beji,159
469 Juta,3,2,1,LT : 48 m²,LB : 72 m²,Cilodong,159
400 Juta,4,2,1,LT : 81 m²,LB : 55 m²,Depok II,159
870 Juta,3,2,2,LT : 400 m²,LB : 120 m²,Sawangan,159
"7,5 Miliar",4,5,LT:428 m²,LB : 300 m²,,Cinere,159
"1,3 Miliar",3,2,1,LT : 133 m²,LB : 88 m²,Cibubur,159
195 Juta,1,LB:22 m²,,,,Margonda,159
240 Juta,1,LB:24 m²,,,,Margonda,159
4 Miliar,6,4,8,LT : 498 m²,LB : 330 m²,Pancoran Mas,159
"6,27 Miliar Total",LT:3300 m²,,,,,Bojong Sari,159
950 Juta,3,2,2,LT : 64 m²,LB : 75 m²,Limo,159
425 Juta,LB:27 m²,,,,,Margonda,159
18 Miliar Total,2,LT:2246 m²,LB:2000 m²,,,Cimanggis,159
"1,52 Miliar",4,3,1,LT : 70 m²,LB : 80 m²,Beji,159
730 Juta,4,3,1,LT : 75 m²,LB : 110 m²,Pancoran Mas,159
"1,5 Miliar",3,2,1,LT : 108 m²,LB : 95 m²,Cibubur,159
"7,8 Miliar Total",LT:2600 m²,,,,,Pancoran Mas,159
800 Juta,2,1,1,LT : 90 m²,LB : 36 m²,Cilodong,160
"7,8 Miliar Total",LT:2600 m²,,,,,Pancoran Mas,160
400 Juta,1,1,LB:22 m²,,,Beji,160
485 Juta,2,1,1,LT : 60 m²,LB : 36 m²,Sawangan,160
265 Juta,2,1,1,LT : 60 m²,LB : 40 m²,Sawangan,160
"5,67 Miliar Total",LT:378 m²,,,,,Pancoran Mas,160
"1,7 Miliar",3,2,1,LT : 188 m²,LB : 120 m²,Cinere,160
"5,67 Miliar Total",LT:378 m²,,,,,Pancoran Mas,160
780 Juta,1,1,LB:25 m²,,,Margonda,160
780 Juta,1,1,LB:25 m²,,,Margonda,160
550 Juta,2,1,1,LT : 83 m²,LB : 46 m²,Sawangan,160
"1,9 Miliar",3,2,1,LT : 96 m²,LB : 1 m²,Tapos,160
830 Juta,4,2,LT:74 m²,LB : 140 m²,,Cilodong,160
"1,25 Miliar",3,3,1,LT : 73 m²,LB : 100 m²,Rangkapanjaya,160
"1,22 Miliar",4,5,LT:214 m²,LB : 200 m²,,Cilodong,160
"1,34 Miliar",3,3,1,LT : 72 m²,LB : 84 m²,Kukusan,160
630 Juta,2,1,1,LT : 56 m²,LB : 40 m²,Kukusan,160
750 Juta,2,1,1,LT : 64 m²,LB : 45 m²,Kukusan,160
800 Juta,3,2,2,LT : 72 m²,LB : 47 m²,Bojong Sari,160
"1,03 Miliar",3,3,LT:123 m²,LB : 98 m²,,Cilodong,160
"5,9 Miliar Total",LT:690 m²,,,,,Cinere,161
900 Juta,3,2,1,LT : 53 m²,LB : 70 m²,Kukusan,161
900 Juta,2,1,LT:77 m²,LB : 54 m²,,Citayam,161
925 Juta,3,3,1,LT : 54 m²,LB : 75 m²,Kukusan,161
830 Juta,4,2,LT:74 m²,LB : 140 m²,,Citayam,161
"5,9 Miliar Total",LT:690 m²,,,,,Cinere,161
575 Juta,2,1,1,LT : 63 m²,LB : 45 m²,Pasir Putih,161
780 Juta,2,1,LT:72 m²,LB : 36 m²,,Sawangan,161
"2,1 Miliar",3,2,2,LT : 150 m²,LB : 77 m²,Tanah Baru,161
"1,8 Miliar",3,4,2,LT : 100 m²,LB : 135 m²,Cinere,161
825 Juta,2,1,1,LT : 105 m²,LB : 85 m²,Depok II,161
"3,3 Miliar",2,2,2,LT : 234 m²,LB : 156 m²,Sawangan,161
409 Juta,2,1,LT:72 m²,LB : 54 m²,,Tapos,161
"2,5 Miliar",5,2,2,LT : 240 m²,LB : 277 m²,Depok I,161
"5,9 Miliar",21,23,1,LT : 200 m²,LB : 400 m²,Limo,161
895 Juta,2,1,1,LT : 90 m²,LB : 45 m²,Cimanggis,161
450 Juta,LB:22 m²,,,,,Cinere,161
"5,1 Miliar Total",LT:875 m²,,,,,Rangkapanjaya,161
"2,4 Miliar",2,2,1,LT : 113 m²,LB : 120 m²,Limo,161
"4,5 Miliar",5,6,1,LT : 384 m²,LB : 250 m²,Cibubur,161
500 Juta,2,1,LT:70 m²,LB : 70 m²,,Depok I,162
868 Juta,3,2,2,LT : 68 m²,LB : 67 m²,Sawangan,162
450 Juta,LB:22 m²,,,,,Cinere,162
"1,8 Miliar",4,3,LT:220 m²,LB : 150 m²,,Cimanggis,162
23 Miliar Total,10,LT:4300 m²,LB:3200 m²,,,Sawangan,162
15 Miliar Total,2,LT:740 m²,LB:500 m²,,,Depok I,162
665 Juta,2,1,1,LT : 72 m²,LB : 45 m²,Cinangka,162
490 Juta,2,1,1,LT : 86 m²,LB : 50 m²,Sawangan,162
"1,85 Miliar",3,3,1,LT : 103 m²,LB : 108 m²,Gandul,162
"2,7 Miliar",3,2,1,LT : 180 m²,LB : 198 m²,Cinere,162
8 Miliar,5,4,2,LT : 500 m²,LB : 500 m²,Cinere,162
17 Juta /m²,1,LT:1095 m²,LB:400 m²,,,Cinere,162
"5,5 Miliar",4,3,LT:420 m²,LB : 349 m²,,Cinere,162
"1,35 Miliar",3,2,2,LT : 84 m²,LB : 95 m²,Pancoran Mas,162
800 Juta,3,1,1,LT : 78 m²,LB : 46 m²,Harjamukti,162
700 Juta,3,2,1,LT : 63 m²,LB : 65 m²,Depok I,162
"1,45 Miliar",3,3,1,LT : 90 m²,LB : 108 m²,Beji,162
1 Miliar,3,2,1,LT : 70 m²,LB : 90 m²,Cipayung,162
"6,5 Miliar Total",LT:1995 m²,,,,,Pancoran Mas,162
24 Miliar Total,LT:1600 m²,,,,,Pancoran Mas,162
"1,1 Miliar",3,3,1,LT : 67 m²,LB : 94 m²,Cilodong,163
600 Juta,2,1,1,LT : 70 m²,LB : 40 m²,Cipayung,163
18 Miliar Total,LT:1919 m²,LB:1500 m²,,,,Cilodong,163
"1,5 Miliar",3,2,1,LT : 63 m²,LB : 155 m²,Cibubur,163
"2,9 Miliar",4,4,2,LT : 144 m²,LB : 180 m²,Sukmajaya,163
"2,9 Miliar",4,4,2,LT : 144 m²,LB : 188 m²,Cilodong,163
"2,9 Miliar",4,4,2,LT : 144 m²,LB : 180 m²,Beji,163
"2,9 Miliar",4,4,2,LT : 144 m²,LB : 180 m²,Pasir Putih,163
"2,9 Miliar",4,4,2,LT : 144 m²,LB : 180 m²,Margonda,163
"2,9 Miliar",4,4,2,LT : 144 m²,LB : 180 m²,Sawangan,163
"5,9 Miliar",3,2,2,LT : 333 m²,LB : 200 m²,Cinere,163
3 Miliar,3,2,2,LT : 790 m²,LB : 100 m²,Cinere,163
"3,9 Miliar",3,3,1,LT : 240 m²,LB : 200 m²,Cinere,163
17 Miliar Total,LT:1919 m²,,,,,Cilodong,163
17 Miliar Total,LT:1919 m²,,,,,Cilodong,163
17 Miliar Total,LT:1919 m²,,,,,Cilodong,163
"1,9 Miliar",3,4,2,LT : 100 m²,LB : 130 m²,Cinere,163
44 Miliar Total,LT:11000 m²,,,,,Cimanggis,163
"30,3 Miliar Total",LT:1891 m²,,,,,Beji,163
"1,4 Miliar",3,3,2,LT : 94 m²,LB : 119 m²,Limo,163
655 Juta,2,2,2,LT : 46 m²,LB : 50 m²,Limo,164
900 Juta,3,2,1,LT : 53 m²,LB : 70 m²,Kukusan,164
"1,15 Miliar",3,2,LT:60 m²,LB : 80 m²,,Beji,164
"3,6 Miliar",5,4,LT:160 m²,LB : 161 m²,,Pangkalan Jati,164
8 Miliar,5,5,2,LT : 850 m²,LB : 535 m²,Cinere,164
"4,95 Miliar",4,3,LT:370 m²,LB : 550 m²,,Cinere,164
"3,95 Miliar",5,4,LT:205 m²,LB : 250 m²,,Cinere,164
"3,95 Miliar",3,2,1,LT : 436 m²,LB : 238 m²,Cinere,164
"3,9 Miliar",5,3,2,LT : 375 m²,LB : 221 m²,Cinere,164
"3,5 Miliar",5,5,2,LT : 300 m²,LB : 326 m²,Cinere,164
"6,2 Miliar",5,4,2,LT : 525 m²,LB : 250 m²,Cinere,164
"2,5 Miliar",5,4,1,LT : 234 m²,LB : 300 m²,Cinere,164
"2,5 Miliar",5,4,1,LT : 234 m²,LB : 300 m²,Cinere,164
500 Juta,2,1,1,LT : 65 m²,LB : 50 m²,Sawangan,164
"17,8 Miliar Total",LT:2090 m²,,,,,Rangkapanjaya,164
370 Juta,2,1,1,LT : 60 m²,LB : 40 m²,Sawangan,164
"3,8 Miliar Total",LT:96 m²,LB:185 m²,,,,Pancoran Mas,164
"2,77 Miliar",6,6,2,LT : 518 m²,LB : 450 m²,Cinere,164
"1,8 Miliar",3,2,1,LT : 236 m²,LB : 183 m²,Cilodong,164
"1,4 Miliar",4,4,2,LT : 120 m²,LB : 96 m²,Cibubur,164
860 Juta,2,2,LT:72 m²,LB : 72 m²,,Cimanggis,0
670 Juta,2,1,LT:90 m²,LB : 45 m²,,Tapos,0
670 Juta,2,1,LT:90 m²,LB : 45 m²,,Cilodong,0
"1,03 Miliar",2,2,LT:103 m²,LB : 100 m²,,Pancoran Mas,0
"1,03 Miliar",2,2,LT:103 m²,LB : 100 m²,,Limo,0
640 Juta,2,1,LT:65 m²,LB : 45 m²,,Pancoran Mas,0
